name,address,City,State,zip,phone,url,types,closed,lat,long,scraped_for_emails,phase1_success,phase2_success,
JAKE's Toy Box,"15530 W 64th Ave, Arvada", Arvada,CO,80007,(720) 974-3222,http://www.jakestoyboxonline.com/,"[""store"",""point_of_interest"",""establishment""]",,39.810484,-105.173385,,#N/A,jakestoyboxonline.com,
Razzle Toys,"5910 S University Blvd, Greenwood Village", Greenwood Village,CO,80121,(303) 730-1505,http://www.razzle-toys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.6087522,-104.9573939,,#N/A,razzle-toys.com,
Anime Orlando Inc.,"9645 E Colonial Dr #104, Orlando", Orlando,FL,32817,(407) 384-1800,http://www.animeorlando.com/,"[""store"",""point_of_interest"",""establishment""]",,28.569418,-81.249848,,#N/A,animeorlando.com,
The Growing Tree Toy Shop,"114 W State St, Kennett Square", Kennett Square,PA,19348,(610) 444-8484,http://www.thegrowingtree.com/,"[""store"",""point_of_interest"",""establishment""]",,39.84645,-75.712172,,#N/A,thegrowingtree.com,
Necker's Toyland,"1591 Hopmeadow St, Simsbury", Simsbury,CT,6070,(860) 658-5783,http://neckerstoyland.com/,"[""store"",""point_of_interest"",""establishment""]",,41.9154718,-72.7905312,,#N/A,neckerstoyland.com,
Learning Express Toys Roseville,"2030 Douglas Blvd, Roseville", Roseville,CA,95661,(916) 783-6310,http://www.learningexpress.com/store/roseville/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,38.7428083,-121.251025,,#N/A,learningexpress.comstoreroseville,
Toy Market,"204 Bellevue Ave, Hammonton", Hammonton,NJ,8037,(609) 561-2121,http://www.mytoymarket.com/,"[""store"",""point_of_interest"",""establishment""]",,39.6360368,-74.8032473,,#N/A,mytoymarket.com,
The Good Toy Group,"23 N Rd, South Kingstown", South Kingstown,RI,2879,(401) 284-0610,http://www.goodtoygroup.com/,"[""store"",""point_of_interest"",""establishment""]",,41.452744,-71.495964,,#N/A,goodtoygroup.com,
Blue Turtle Toys Inc,"2314 Far Hills Ave, Dayton", Dayton,OH,45419,(937) 294-6900,http://www.blueturtletoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,39.7102106,-84.1707641,,#N/A,blueturtletoystore.com,
Let's Play,"263 E Main St, Hillsboro", Hillsboro,OR,97123,(503) 640-8301,http://letsplaytoys.com/,"[""store"",""point_of_interest"",""establishment""]",,45.5228084,-122.9865804,,#N/A,letsplaytoys.com,
Ormandy's,"10 Public Square, Medina", Medina,OH,44256,(330) 722-1019,http://www.ormandys.com/,"[""store"",""point_of_interest"",""establishment""]",,41.1388449,-81.864298,,#N/A,ormandys.com,
Generations Toys,"113 Main St, Phoenixville", Phoenixville,PA,19460,(610) 933-8100,http://www.generationsonmain.com/,"[""store"",""point_of_interest"",""establishment""]",,40.1324735,-75.51546,,#N/A,generationsonmain.com,
The Toys Time Forgot,"137 Cherry St E, Canal Fulton", Canal Fulton,OH,44614,(330) 854-1700,http://www.toystimeforgot.com/,"[""store"",""point_of_interest"",""establishment""]",,40.889925,-81.596904,,#N/A,toystimeforgot.com,
J W Allen & Sons Toys & Candy,"1675 Redstone Center Dr, Park City", Park City,UT,84098,(435) 575-8697,http://www.parkcitytoystore.com/,"[""food"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,40.7200181,-111.5421355,,#N/A,parkcitytoystore.com,
Whittle Shortline,"24 Front St, Valley Park", Valley Park,MO,63088,(314) 966-0302,http://www.woodentrain.com/,"[""store"",""point_of_interest"",""establishment""]",,38.5498622,-90.4916848,,#N/A,woodentrain.com,
Kazoo & Company Toy Store,"8500 PeÃ±a Blvd, Denver", Denver,CO,80249,(303) 317-1285,http://www.kazootoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.8586175,-104.6735753,,#N/A,kazootoys.com,
Timbuk Toys Highlands Ranch,"9315 Dorchester St #107, Highlands Ranch", Highlands Ranch,CO,80129,(303) 346-3030,http://timbuktoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.546906,-105.000106,,#N/A,timbuktoys.com,
Passion Parties by Cory,"Cotton Hill Rd, Gilford", Gilford,NH,3249,(603) 455-0180,http://corylee.yourpassionconsultant.com/,"[""health"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.5070783,-71.4335754,,#N/A,corylee.yourpassionconsultant.com,
Stoney's Village Toy Shoppe,"323 W 6th St, Covington", Covington,KY,41011,(859) 655-9571,http://www.stoneystoys.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,39.08391,-84.516921,,#N/A,stoneystoys.com,
NERDS BOX TOYS,"349 AVE. HOSTOS MEDICAL EMPORIUM II STE A-8, MayagÃ¼ez, 00680, Puerto Rico", Puerto Rico,rt, Rico,(787) 806-0719,http://www.nerdsboxtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,18.183147,-67.149964,,#N/A,nerdsboxtoys.com,
iSpark Toys,"925 NE Orenco Station Loop, Hillsboro", Hillsboro,OR,97124,(503) 207-6570,http://www.isparktoys.com/,"[""store"",""point_of_interest"",""establishment""]",,45.530851,-122.91581,,#N/A,isparktoys.com,
Military toy shop,"1291 N Fairfield Rd, Beavercreek", Beavercreek,OH,45432,(937) 320-1428,http://militarytoyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,39.7276607,-84.057493,,#N/A,militarytoyshop.com,
Teton Toys Lehi,"1438 E Main St #7, Lehi", Lehi,UT,84043,(801) 901-6452,http://teton-toys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.387448,-111.8268399,,#N/A,teton-toys.com,
A Child's Garden,"204 Main St, Northampton", Northampton,MA,1060,(413) 584-2242,http://www.achildsgardennoho.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.3176726,-72.6314729,,#N/A,achildsgardennoho.com,
Rainbow Toys,"240 US-1, Falmouth", Falmouth,ME,4105,(207) 781-4265,http://www.rainbowtoysme.com/,"[""store"",""point_of_interest"",""establishment""]",,43.7235175,-70.2338537,,#N/A,rainbowtoysme.com,
Coolest Toys On Earth,"314 Main St, Milford", Milford,OH,45150,(513) 831-8697,http://coolesttoysonearth.com/,"[""store"",""point_of_interest"",""establishment""]",,39.1752579,-84.2948257,,#N/A,coolesttoysonearth.com,
A2Z Science & Learning Store,"57 King St, Northampton", Northampton,MA,1060,(413) 586-1611,http://a2zscience.com/,"[""store"",""point_of_interest"",""establishment""]",,42.3208884,-72.6305913,,#N/A,a2zscience.com,
Paladin Books & Games,"7508 Av. AgustÃ­n Ramos Calero, Isabela", Isabela,PR,662,(787) 980-8586,http://www.paladinbooksandgames.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,18.468746,-67.032179,,#N/A,paladinbooksandgames.com,
Live And Learn,"11438 Cronridge Dr, Owings Mills", Owings Mills,MD,21117,(443) 394-8501,http://www.liveandlearn.com/shop/,"[""store"",""point_of_interest"",""establishment""]",,39.4408322,-76.7759662,,#N/A,liveandlearn.comshop,
Brainy Zoo Toys,"12401 Folsom Blvd #209, Rancho Cordova", Rancho Cordova,CA,95742,(916) 353-2966,http://www.brainyzootoys.com/,"[""store"",""point_of_interest"",""establishment""]",,38.630275,-121.215159,,#N/A,brainyzootoys.com,
Slot Car Junction,"149 Maine St, Brunswick", Brunswick,ME,4011,(207) 729-9545,http://slotcarjunction.com/,"[""store"",""point_of_interest"",""establishment""]",,43.9148961,-69.9639338,,#N/A,slotcarjunction.com,
Pow!Science!,"160 Old Tower Hill Rd, South Kingstown", South Kingstown,RI,2879,(401) 788-1024,http://www.powscience.com/,"[""store"",""point_of_interest"",""establishment""]",,41.443412,-71.482565,,#N/A,powscience.com,
My Toy Box,"160 Olympic Drive, Milford", Milford,OH,45150,(513) 753-9703,http://www.mytoybox.com/,"[""store"",""point_of_interest"",""establishment""]",,39.06762,-84.295014,,#N/A,mytoybox.com,
UnPlugged Toys Gifts,"2 Galleria Mall Dr, Taunton", Taunton,MA,2780,(508) 821-7709,http://www.unpluggedtoysgifts.com/,"[""store"",""point_of_interest"",""establishment""]",,41.8644273,-71.0514309,,#N/A,unpluggedtoysgifts.com,
Fiddlestix Toys and Carriagetowne Candles,"25 Main St, Amesbury", Amesbury,MA,1913,(978) 388-8070,http://www.fiddlestix-amesbury.com/,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,42.8576496,-70.9308908,,#N/A,fiddlestix-amesbury.com,
Cairns Toys,"31 E Main St, Tipp City", Tipp City,OH,45371,(937) 667-7622,http://cairnstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.961348,-84.170162,,#N/A,cairnstoys.com,
"Castle Toys & Games in Beaver, PA","682 3rd St, Beaver", Beaver,PA,15009,(724) 775-5067,http://www.castletoysandgames.com/,"[""store"",""point_of_interest"",""establishment""]",,40.6951284,-80.3057379,,#N/A,castletoysandgames.com,
Island Treasure Toys Yarmouth,"805 US-1, Yarmouth", Yarmouth,ME,4096,(207) 846-6565,http://islandtreasuretoys.com/,"[""store"",""point_of_interest"",""establishment""]",,43.804086,-70.176713,,#N/A,islandtreasuretoys.com,
Stagecoach Toys,"15 W Franklin St, Bellbrook", Bellbrook,OH,45305,(937) 848-3466,http://www.stagecoachtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.6359054,-84.0712337,,#N/A,stagecoachtoys.com,
Aero Toy Store,"1710 W Cypress Creek Rd, Fort Lauderdale", Fort Lauderdale,FL,33309,(954) 771-1795,http://www.aerotoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,26.201929,-80.1664998,,#N/A,aerotoystore.com,
HobbyTown USA Lewisville Texas,"500 E Round Grove Rd, Lewisville", Lewisville,TX,75067,(972) 315-3700,http://www.htudallastx.com/,"[""store"",""point_of_interest"",""establishment""]",,33.003411,-96.97658,,#N/A,htudallastx.com,
Mr Fub's Party,"252 Xenia Ave, Yellow Springs", Yellow Springs,OH,45387,(937) 767-9430,http://www.mrfubsparty.com/,"[""store"",""point_of_interest"",""establishment""]",,39.8053682,-83.889247,,#N/A,mrfubsparty.com,
Depot Antiques & Toys,"30 N Main St, Concord", Concord,NH,3301,(603) 228-1128,http://www.depotantiquesandtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,43.2052237,-71.5357914,,#N/A,depotantiquesandtoys.com,
Fun Buy The Pound Toy Store,"406 Beaver St, Sewickley", Sewickley,PA,15143,(412) 741-9097,http://www.funbuythepound.com/,"[""store"",""point_of_interest"",""establishment""]",,40.5409717,-80.1814439,,#N/A,funbuythepound.com,
Brainwaves Toy Shop,"49 S County Commons Way F2, South Kingstown", South Kingstown,RI,2879,(401) 284-2874,http://www.brainwavestoyshop.net/,"[""store"",""point_of_interest"",""establishment""]",,41.4561406,-71.4707342,,#N/A,brainwavestoyshop.net,
My Special Toy Store,"5137 Main St, Downers Grove", Downers Grove,IL,60515,(630) 324-6344,http://www.myspecialtoystore.com/,"[""store"",""point_of_interest"",""establishment""]",,41.793565,-88.00998,,#N/A,myspecialtoystore.com,
The Wooden Wagon,"89 Elm St, New Salem", New Salem,MA,1355,(978) 544-6482,http://www.thewoodenwagon.com/,"[""general_contractor"",""store"",""point_of_interest"",""establishment""]",,42.5465829,-72.3197679,,#N/A,thewoodenwagon.com,
Sparkhouse Toys,"9 Village Plaza, South Orange", South Orange,NJ,7079,(973) 821-5227,http://www.sparkhouse.net/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,40.7454713,-74.2591125,,#N/A,sparkhouse.net,
Sir Troy's Toy Kingdom,"1180 S Main St, North Canton", North Canton,OH,44720,(330) 244-9008,http://www.sirtroys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.8663379,-81.3967746,,#N/A,sirtroys.com,
Figures Toy/ Wrestling Superstore,"12826 Commodity Pl, Tampa", Tampa,FL,33626,(813) 749-0800,http://www.wrestlingsuperstore.com/,"[""store"",""point_of_interest"",""establishment""]",,28.0644484,-82.635556,,#N/A,wrestlingsuperstore.com,
"Teach Your Children, Inc.","232 E St, Davis", Davis,CA,95616,(530) 753-2300,http://www.teachyourchildren.net/,"[""store"",""point_of_interest"",""establishment""]",,38.5437094,-121.7410551,,#N/A,teachyourchildren.net,
HobbyTown USA - Folsom,"2761 E Bidwell St # 400, Folsom", Folsom,CA,95630,(916) 414-9560,http://www.hobbytown.com/,"[""store"",""point_of_interest"",""establishment""]",,38.6543065,-121.1248873,,#N/A,hobbytown.com,
Wonderland Toys & Classroom Resources,"4101 Soquel Dr, Suite B2, Soquel", Soquel,CA,95073,(831) 316-7261,http://www.wonderlandsantacruz.com/,"[""store"",""point_of_interest"",""establishment""]",,36.9877208,-121.9647368,,#N/A,wonderlandsantacruz.com,
Brains N Motion,"UrbanizaciÃ³n Ponce de LeÃ³n, 10 Av. Esmeralda, Guaynabo, 00969, Puerto Rico", Puerto Rico,rt, Rico,(787) 789-8697,http://www.brainsnmotion.com/,"[""store"",""point_of_interest"",""establishment""]",,18.371998,-66.106195,,#N/A,brainsnmotion.com,
Twirl Toy Shop,"10 N Main St, Pennington", Pennington,NJ,8534,(609) 737-4386,http://facebook.com/twirltoyshop,"[""store"",""point_of_interest"",""establishment""]",,40.328399,-74.791358,,#N/A,facebook.comtwirltoyshop,
"Shenanigan's Toys, Inc","100 N Peachtree Pkwy #8b, Peachtree City", Peachtree City,GA,30269,(678) 364-0814,http://www.shentoys.com/,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,33.409103,-84.569586,,#N/A,shentoys.com,
Learning Express Toy Store,"10941 N Military Trl, Palm Beach Gardens", Palm Beach Gardens,FL,33410,(561) 799-2869,http://www.learningexpress.com/store/palm-beach-gardens/,"[""store"",""point_of_interest"",""establishment""]",,26.8403989,-80.1062215,,#N/A,learningexpress.comstorepalm-beach-gardens,
Go Big Skill Toy Store,"12156 Shawnee Mission Pkwy, Shawnee", Shawnee,KS,66216,(913) 248-3277,http://www.gobigskilltoys.com/,"[""store"",""point_of_interest"",""establishment""]",,39.0161872,-94.7272087,,#N/A,gobigskilltoys.com,
Sears Toy Shop,"2 Orland Square Dr, Orland Park", Orland Park,IL,60462,(708) 349-5000,http://www.sears.com/toys-games/b-1020010,"[""store"",""point_of_interest"",""establishment""]",,41.6185658,-87.8472032,,#N/A,sears.comtoys-gamesb-1020010,
Geppetto's,"789 W Harbor Dr #B-7, San Diego", San Diego,CA,92101,(619) 615-0005,http://www.geppettostoys.com/,"[""store"",""point_of_interest"",""establishment""]",,32.7107963,-117.1695511,,#N/A,geppettostoys.com,
TATE'S Comics,"801 Congress Ave #604, Boynton Beach", Boynton Beach,FL,33426,(561) 742-5440,http://tatescomics.com/,"[""book_store"",""food"",""store"",""point_of_interest"",""establishment""]",,26.5364569,-80.0953654,,#N/A,tatescomics.com,
Automobuild,"100 N Santa Cruz Ave, Los Gatos", Los Gatos,CA,95030,(408) 402-3818,http://www.automobuild.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.2245009,-121.9828488,,#N/A,automobuild.com,
Toyology Howell,"109 W Grand River Ave, Howell", Howell,MI,48843,(517) 518-8152,http://www.toyologytoys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.607185,-83.930075,,#N/A,toyologytoys.com,
Us Toy Co Inc,"13201 Arrington Rd, Grandview", Grandview,MO,64030,(816) 761-5900,http://www.ustoy.com/,"[""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,38.8839426,-94.5459705,,#N/A,ustoy.com,
Toy City,"133 Key Rd, Keene", Keene,NH,3431,(603) 352-3131,http://www.toycityonline.com/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,42.925056,-72.295596,,#N/A,toycityonline.com,
Toyrifix,"4642 Akron Rd, Smithville", Smithville,OH,44677,(330) 669-3737,http://www.toyrifix.com/,"[""store"",""point_of_interest"",""establishment""]",,40.8557107,-81.871136,,#N/A,toyrifix.com,
Wellesley Toy Shop,"57 Central St, Wellesley", Wellesley,MA,2482,(781) 237-8763,http://www.wellesleytoyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,42.2963721,-71.2960474,,#N/A,wellesleytoyshop.com,
Berwyn's Toy Trains & Models,"7025 Ogden Ave, Berwyn", Berwyn,IL,60402,(708) 484-4384,http://www.berwynstoytrains.com/,"[""store"",""point_of_interest"",""establishment""]",,41.8253561,-87.7985177,,#N/A,berwynstoytrains.com,
Hopscotch Toys & Games,"103 SE Baker St, McMinnville", McMinnville,OR,97128,(503) 472-3702,http://www.hopscotchtoys.com/,"[""store"",""point_of_interest"",""establishment""]",,45.2083106,-123.1981353,,#N/A,hopscotchtoys.com,
The Whiz Store,"122 Turnpike Rd, Westborough", Westborough,MA,1581,(508) 366-2030,http://www.whiznet.com/,"[""store"",""point_of_interest"",""establishment""]",,42.284386,-71.605221,,#N/A,whiznet.com,
Double Rainbow Toy Store,"140 Jessup Ave, Quogue", Quogue,NY,11959,(631) 653-6005,http://hamptontoys.com/,"[""food"",""store"",""point_of_interest"",""establishment""]",,40.8168324,-72.6081477,,#N/A,hamptontoys.com,
Once Upon A Time Toys,"1799 Mountain Rd # 6, Stowe", Stowe,VT,5672,(802) 253-8319,http://www.stowetoys.com/,"[""store"",""point_of_interest"",""establishment""]",,44.473555,-72.712218,,#N/A,stowetoys.com,
Woodbury Mountain Toys,"24 State St, Montpelier", Montpelier,VT,5602,(802) 223-4272,http://www.woodburymountaintoys.com/,"[""store"",""point_of_interest"",""establishment""]",,44.2600948,-72.5762204,,#N/A,woodburymountaintoys.com,
Red Balloon Toy Shop-Mashpee,"27 Central Square, Mashpee", Mashpee,MA,2649,(774) 521-3064,http://www.rbtoyshop.com/,"[""store"",""point_of_interest"",""establishment""]",,41.6165505,-70.4906563,,#N/A,rbtoyshop.com,
The Toy Galley,"40804 Village Dr, Big Bear", Big Bear,CA,92314,(909) 866-0084,http://thetoygalley.com/,"[""store"",""point_of_interest"",""establishment""]",,34.2400799,-116.9117785,,#N/A,thetoygalley.com,
Ogunquit Camera Shop,"41 Shore Rd, Ogunquit", Ogunquit,ME,3907,(207) 646-2261,http://ogunquitcamera.com/,"[""electronics_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.248085,-70.598362,,#N/A,ogunquitcamera.com,
Lee's Toy & Hobby,"935 Poquonnock Rd, Groton", Groton,CT,6340,(860) 445-4411,http://www.leestoyandhobby.com/,"[""store"",""point_of_interest"",""establishment""]",,41.345902,-72.050728,,#N/A,leestoyandhobby.com,
Rogue Toys PDX,"10414 SE 82nd Ave, Happy Valley", Happy Valley,OR,97086,(503) 400-6687,http://www.roguetoys.com/,"[""store"",""point_of_interest"",""establishment""]",,45.4478176,-122.5783584,,#N/A,roguetoys.com,
Childish Santa Cruz,"1127 Soquel Ave, Santa Cruz", Santa Cruz,CA,95062,(831) 454-8208,http://childishsantacruz.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.9796245,-122.0113324,,#N/A,childishsantacruz.com,
Wyler's,"150 Maine St, Brunswick", Brunswick,ME,4011,(207) 729-1321,http://www.shopwylersmaine.com/,"[""shoe_store"",""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.9147861,-69.9648517,,#N/A,shopwylersmaine.com,
Diddams,"1952 W El Camino Real, Mountain View", Mountain View,CA,94040,(650) 965-0138,http://www.diddams.com/,"[""food"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,37.3945403,-122.0974413,,#N/A,diddams.com,
After Midnight Lingerie & Video,"2040 Indian Rd, West Palm Beach", West Palm Beach,FL,33409,(561) 682-1002,http://www.aftermidnightstore.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,26.707308,-80.104063,,#N/A,aftermidnightstore.com,
