name,address,City,State,zip,phone,url,types,closed,lat,long,phase_1_attempt
Parent & Teacher Store,"515 Troy Schenectady Rd # 1, Latham", Latham,NY,12110,(518) 785-6272,http://www.parentteacherstore.com/,"[""store"",""point_of_interest"",""establishment""]",,42.7489219,-73.7613447,
Scranton Hobby Center,"517 Lackawanna Ave, Scranton", Scranton,PA,18503,(570) 342-1963,http://www.scrantonhobbyonline.com/,"[""store"",""point_of_interest"",""establishment""]",,41.406495,-75.664136,
Magnifilous Toy Emporium,"525 King St, Charleston", Charleston,SC,29401,(843) 577-1377,http://magnifilous.com/,"[""store"",""point_of_interest"",""establishment""]",,32.7907485,-79.9397603,
Ohana Fun Company,"5285 Carpinteria Ave, Carpinteria", Carpinteria,CA,93013,(805) 745-1335,http://www.ohanafunco.com/,"[""store"",""point_of_interest"",""establishment""]",,34.3965747,-119.515968,
Shaw's General Store,"54 Main St, Stowe", Stowe,VT,5672,(802) 253-4040,http://www.heshaw.com/,"[""clothing_store"",""shoe_store"",""store"",""point_of_interest"",""establishment""]",,44.465189,-72.686386,
Texas Toyz,"5425 S Padre Island Dr #126, Corpus Christi", Corpus Christi,TX,78411,(361) 854-8697,http://www.texastoyz.com/,"[""store"",""point_of_interest"",""establishment""]",,27.7068547,-97.3743214,
The Growing Place,"548 Hammond St, Bangor", Bangor,ME,4401,(207) 941-1055,http://growingplacemaine.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,44.799762,-68.790357,
Hall of Toys,"58 W Michigan Ave, Battle Creek", Battle Creek,MI,49017,(269) 224-3089,http://www.halloftoys.com/,"[""store"",""point_of_interest"",""establishment""]",,42.3208542,-85.1835937,
Starship Enterprises,"5811 Ringgold Rd, Chattanooga", Chattanooga,TN,37412,(423) 893-7190,http://www.shopstarship.com/,"[""store"",""point_of_interest"",""establishment""]",,34.9907202,-85.2198853,
Teach Right,"586 S Columbia Ave, Rincon", Rincon,GA,31326,(912) 826-1681,http://www.teachrightstore.com/,"[""store"",""point_of_interest"",""establishment""]",,32.2697157,-81.2238658,
Entertainment Earth Inc,"61 Moreland Rd, Simi Valley", Simi Valley,CA,93065,(818) 255-0090,http://entertainmentearth.com/,"[""store"",""point_of_interest"",""establishment""]",,34.2767543,-118.7994126,
My Favorite Toy Box,"62 N Main St, Fairport", Fairport,NY,14450,(888) 286-8510,https://www.myfavoritetoybox.com/,"[""store"",""point_of_interest"",""establishment""]",,43.1036034,-77.441692,
Beanstalk Toys and Books,"654 Central Ave, Highland Park", Highland Park,IL,60035,(847) 432-8300,http://www.beanstalktoyland.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,42.1846879,-87.8013949,
Bartertown Collectibles,"658 Monroe Ave, Rochester", Rochester,NY,14607,(585) 201-8062,http://www.bartertowncollectibles.net/,"[""book_store"",""store"",""point_of_interest"",""establishment""]",,43.1446278,-77.5899392,
Risque Moments - Davis Hwy (Formerly Intimate Treasures),"6602 N Davis Hwy, Pensacola", Pensacola,FL,32504,(850) 479-1129,http://risquemoments.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.492951,-87.222421,
Stevenson's Toys & Games,"69 Jobs Ln, Southampton", Southampton,NY,11968,(631) 283-2111,http://www.stevensonstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,40.8835475,-72.3919839,
Entice Couples Boutique,"6910 Shallowford Rd., Chattanooga", Chattanooga,TN,37421,(423) 499-0350,http://www.enticeonline.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.0441787,-85.1616393,
Toyworks,"6940 Sebastopol Ave, Sebastopol", Sebastopol,CA,95472,(707) 829-2003,http://www.sonomatoyworks.com/,"[""store"",""point_of_interest"",""establishment""]",,38.4024531,-122.8235776,
R Toys 4U,"703 S Gifford Ave #224, San Bernardino", San Bernardino,CA,92408,(909) 996-0782,http://myworld.ebay.com/rtoys4uonline,"[""store"",""point_of_interest"",""establishment""]",,34.0881231,-117.2686163,
Golden Dreams,"711 W Main St, Merced", Merced,CA,95340,(209) 233-9180,http://www.sexshopmerced.com/sex-shop/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,37.3028987,-120.4865323,
Game Citadel,"720 Broadway, Bangor", Bangor,ME,4401,(207) 907-7887,http://www.gamecitadel.com/,"[""store"",""point_of_interest"",""establishment""]",,44.8250076,-68.7816638,
Generation X,"7219 Cross County Rd, North Charleston", North Charleston,SC,29418,(843) 552-9700,http://generationxonline.com/,"[""movie_rental"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,32.9174245,-80.068135,
Movers & Shakers Kids Toys,"765 Woodlake Rd, Kohler", Kohler,WI,53044,(920) 453-2874,http://www.americanclubresort.com/shopping/shopping-directory/movers-shakers-kids-toys,"[""store"",""point_of_interest"",""establishment""]",,43.7443208,-87.7827409,
Chimera Hobby Shop Inc,"808 W Wisconsin Ave, Appleton", Appleton,WI,54914,(920) 735-1201,http://www.chimerahobby.com/,"[""store"",""point_of_interest"",""establishment""]",,44.2734065,-88.4186688,
Bartons Toys,"88 Folly Rd, Charleston", Charleston,SC,29407,(843) 723-7419,http://www.bartonstoys.com/,"[""store"",""point_of_interest"",""establishment""]",,32.775668,-79.974942,
Toys & Treasures,"9300 US Highway 98 W, Destin", Destin,FL,32550,(850) 351-1806,http://www.sandestin.com/ExploreSandestin/Shopping/SandestinFamilyRetailShops/CoconutKidsToysTreasures.aspx,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.38678,-86.325304,
Halcyon Store,"936 S Halcyon Rd, Arroyo Grande", Arroyo Grande,CA,93420,(805) 489-2432,http://halcyonstore.com/,"[""book_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,35.1032265,-120.5918122,
"Tiki Toys & Treats, LLC","Milano Way, Melbourne", Melbourne,FL,32940,(321) 226-8454,http://www.tikitoysandtreats.com/,"[""store"",""point_of_interest"",""establishment""]",,28.2325394,-80.7022848,
Captain Kid Toys,"W Lake Dr, Montauk", Montauk,NY,11954,(631) 668-4482,http://www.mymontauk.com/,"[""store"",""point_of_interest"",""establishment""]",,41.0752391,-71.9381892,
J & V's Toys Games & More,"1005 W Harrison Ave, Harlingen", Harlingen,TX,78550,(956) 281-1876,https://www.facebook.com/JVToys,"[""store"",""point_of_interest"",""establishment""]",,26.1904005,-97.7057396,
Truckee Variety Co.,"10088 Donner Pass Rd, Truckee", Truckee,CA,96161,(530) 587-3117,http://www.historictruckee.com/shop.php,"[""store"",""point_of_interest"",""establishment""]",,39.3279549,-120.1854514,
Flying Fun,"101 N Rangeline Rd, Joplin", Joplin,MO,64801,(417) 781-2629,http://www.visitnorthparkmall.com/store/Flying-Fun/2138874652/,"[""store"",""point_of_interest"",""establishment""]",,37.0908808,-94.4746107,
Tree House,"10104 Donner Pass Rd, Truckee", Truckee,CA,96161,(530) 587-4883,http://tahoetreehouse.com/,"[""store"",""point_of_interest"",""establishment""]",,39.3278327,-120.1858921,
Petra Toys,"1011 US-22, Phillipsburg", Phillipsburg,NJ,8865,(908) 859-1319,http://www.petratoysusa.com/,"[""store"",""point_of_interest"",""establishment""]",,40.698019,-75.1632617,
Architrave,"1029 Great Plain Ave, Needham", Needham,MA,2492,(781) 400-1786,http://architravetoysandmore.com/,"[""store"",""point_of_interest"",""establishment""]",,42.2804215,-71.2374193,
Science Toy Magic,"11 Old Town Square # 119, Fort Collins", Fort Collins,CO,80524,(970) 484-2377,http://downtownfortcollins.com/member-directory/science-toy-magic,"[""store"",""point_of_interest"",""establishment""]",,40.5876866,-105.0754902,
Wild Blueberries,"1106 Harris Ave, Bellingham", Bellingham,WA,98225,(360) 756-5100,http://www.wildblueberries-kids.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,48.719885,-122.502849,
Clothes Pony & Dandelion Toys,"111 N College Ave, Fort Collins", Fort Collins,CO,80524,(970) 224-2866,http://www.clothespony.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,40.5874118,-105.0774538,
Joker's Novelties,"111 W Derenne Ave, Savannah", Savannah,GA,31405,(912) 352-0709,http://jokernov.com/,"[""store"",""point_of_interest"",""establishment""]",,32.029175,-81.1140381,
Rollie Pollie,"112 E Central Ave, Bentonville", Bentonville,AR,72712,(479) 866-9057,https://www.facebook.com/rolliepolliekids,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,36.3721267,-94.2082477,
Gepetto's Work Shop,"1121 Main St, Stevens Point", Stevens Point,WI,54481,(715) 341-8640,http://www.gepettosworkshop.com/,"[""store"",""point_of_interest"",""establishment""]",,44.5233263,-89.5830009,
Red Arrow Workshop - River Ranch,"116 Rue Promenade #200, Lafayette", Lafayette,LA,70508,(337) 504-2433,http://www.redarrowworkshop.com/,"[""book_store"",""jewelry_store"",""clothing_store"",""store"",""point_of_interest"",""establishment""]",,30.1693836,-92.0357011,
Evanoff's Inc,"117 Pine St, Sheboygan Falls", Sheboygan Falls,WI,53085,(920) 467-3922,http://www.uniquelyevans.com/,"[""hardware_store"",""department_store"",""food"",""clothing_store"",""home_goods_store"",""store"",""point_of_interest"",""establishment""]",,43.7278912,-87.8117719,
Toy-go-round,"1197 Ridge Rd, Webster", Webster,NY,14580,(585) 545-4904,http://www.toy-go-round.com/,"[""store"",""point_of_interest"",""establishment""]",,43.2107435,-77.4396638,
Play Well,"1202 S James Campbell Blvd #21, Columbia", Columbia,TN,38401,(931) 981-2160,http://www.playwellshop.com/,"[""store"",""point_of_interest"",""establishment""]",,35.6021588,-87.0628921,
White Elephant Surplus Stores,"12614 E Sprague Ave, Spokane", Spokane,WA,99216,(509) 924-3006,http://www.whiteelephantstores.com/,"[""store"",""point_of_interest"",""establishment""]",,47.6564466,-117.2349898,
Cool As A Moose,"128 Maine St, Brunswick", Brunswick,ME,4011,(207) 373-9920,http://coolasamoose.com/,"[""clothing_store"",""store"",""point_of_interest"",""establishment""]",,43.9151689,-69.9658454,
Train Town Toy and Hobby,"128 W Richardson Ave, Summerville", Summerville,SC,29483,(843) 695-8944,http://www.traintowntoyandhobby.com/,"[""store"",""point_of_interest"",""establishment""]",,33.019349,-80.177266,
Cloverdale Toy Trucks,"1342 Cloverdale Dr W, Appleton", Appleton,WI,54914,(920) 213-1530,http://cloverdaletoytrucks.com/,"[""store"",""point_of_interest"",""establishment""]",,44.285088,-88.427911,
Teeny Tiny Toy Store,"135 Hoffman St, Saugatuck", Saugatuck,MI,49453,(269) 455-5192,http://www.saugatuckdouglas.com/showBusiness.php?search=gift%20and%20specialty%20shops,"[""store"",""point_of_interest"",""establishment""]",,42.6564476,-86.2049119,
