city,state,population,latitude,longitude,toy store (20),child toy store (20),toy store (20-w/ coords radius),"children’s clothing store (20-w/ coords, radius)","children’s clothing store (20-w/ coords, rankby)"
hanson,MA,15315,42.075,-70.8805556,,,X,,X
kings park,NY,15313,40.8861111,-73.2577778,,,X,,X
greensburg,PA,15309,40.3013889,-79.5391667,,,X,,X
hueytown,AL,15308,33.4511111,-86.9966667,,,X,,X
madison,NJ,15299,40.7597222,-74.4175,,,X,,X
albemarle,NC,15281,35.35,-80.2002778,,,X,,X
belle glade,FL,15269,26.6841667,-80.6677778,,,X,,X
laurinburg,NC,15268,34.7738889,-79.4630556,,,X,,X
indian trail,NC,15226,35.0766667,-80.6694444,,,X,,X
south yuba city,CA,15217,39.1166667,-121.6380556,,,X,,X
ledyard,IA,15212,43.4216667,-94.1619444,,,X,,X
matteson,IL,15209,41.5038889,-87.7130556,,,X,,X
greeneville,TN,15207,36.1630556,-82.8311111,,,X,,X
north arlington,NJ,15205,40.7883333,-74.1336111,,,X,,X
troutdale,OR,15205,45.5394444,-122.3861111,,,X,,X
pacific grove,CA,15196,36.6177778,-121.9155556,,,X,,X
cohoes,NY,15183,42.7741667,-73.7005556,,,X,,X
belton,TX,15177,31.0558333,-97.4641667,,,X,,X
oldsmar,FL,15172,28.0338889,-82.6652778,,,X,,X
forest park,IL,15171,41.8794444,-87.8136111,,,X,,X
highview,KY,15167,38.1427778,-85.6241667,,,X,,X
danville,KY,15164,37.6455556,-84.7722222,,,X,,X
sherwood,OR,15157,45.3566667,-122.8388889,,,X,,X
dyer,IN,15143,41.4941667,-87.5216667,,,X,,X
montrose,CO,15138,38.4783333,-107.8755556,,,X,,X
conway,FL,15129,28.5025,-81.3308333,,,X,,X
bridgeview,IL,15126,41.75,-87.8041667,,,X,,X
gloversville,NY,15120,43.0527778,-74.3441667,,,X,,X
groves,TX,15119,29.9480556,-93.9169444,,,X,,X
east brainerd,TN,15114,34.9958333,-85.1502778,,,X,,X
stuart,FL,15112,27.1972222,-80.2530556,,,X,,X
west university place,TX,15107,29.7177778,-95.4336111,,,X,,X
centralia,WA,15107,46.7163889,-122.9530556,,,X,,X
sterling,IL,15106,41.7886111,-89.6961111,,,X,,X
northview,MI,15103,43.0455556,-85.6005556,,,X,,X
east longmeadow,MA,15102,42.0644444,-72.5130556,,,X,,X
ewa beach,HI,15100,21.3155556,-158.0072222,,,X,,X
phillipsburg,NJ,15091,40.6936111,-75.1905556,,,X,,X
jamestown,ND,15081,46.9105556,-98.7080556,,,X,,X
waycross,GA,15067,31.2133333,-82.3541667,,,X,,X
crawfordsville,IN,15066,40.0411111,-86.8744444,,,X,,X
bryant,AR,15065,34.5958333,-92.4888889,,,X,,X
rye,NY,15056,40.9805556,-73.6841667,,,X,,X
lemont,IL,15042,41.6736111,-88.0016667,,,X,,X
lindenhurst,IL,15038,42.4105556,-88.0261111,,,X,,X
hanover,PA,15036,39.8005556,-76.9833333,,,X,,X
sulphur springs,TX,15029,33.1383333,-95.6008333,,,X,,X
durango,CO,15022,37.2752778,-107.8794444,,,X,,X
port washington,NY,15016,40.8255556,-73.6986111,,,X,,X
johnson city,NY,15006,42.1155556,-75.9591667,,,X,,X
moss point,MS,14998,30.4113889,-88.5344444,,,X,,X
berkley,MI,14997,42.5030556,-83.1836111,,,X,,X
alexander city,AL,14993,32.9438889,-85.9538889,,,X,,X
allouez,WI,14990,44.4775,-88.0161111,,,X,,X
simpsonville,SC,14988,34.7369444,-82.2544444,,,X,,X
vienna,VA,14986,38.9011111,-77.2655556,,,X,,X
springfield,NJ,14976,40.7230556,-74.3111111,,,X,,X
nixa,MO,14973,37.0433333,-93.2941667,,,X,,X
ozark,AL,14967,31.4588889,-85.6405556,,,X,,X
elizabethton,TN,14958,36.3486111,-82.2108333,,,X,,X
ham lake,MN,14954,45.2502778,-93.2497222,,,X,,X
hermiston,OR,14951,45.8405556,-119.2883333,,,X,,X
warrington,FL,14946,30.3838889,-87.275,,,X,,X
hollins,VA,14942,37.3411111,-79.9433333,,,X,,X
callaway,FL,14913,30.1527778,-85.57,,,X,,X
new cassel,NY,14907,40.7588889,-73.57,,,X,,X
windsor,CO,14904,40.4775,-104.9008333,,,X,,X
lincoln,IL,14899,40.1483333,-89.3647222,,,X,,X
chowchilla,CA,14898,37.1230556,-120.2591667,,,X,,X
jennings,MO,14895,38.7191667,-90.2602778,,,X,,X
tolland,CT,14891,41.8713889,-72.3691667,,,X,,X
centerville,UT,14879,40.9180556,-111.8713889,,,X,,X
fayetteville,GA,14878,33.4486111,-84.455,,,X,,X
fraser,MI,14878,42.5391667,-82.9494444,,,X,,X
olympia heights,FL,14874,25.7263889,-80.3555556,,,X,,X
martinsville,VA,14874,36.6913889,-79.8727778,,,X,,X
bonney lake,WA,14873,47.1772222,-122.1852778,,,X,,X
dixon,IL,14869,41.8388889,-89.4794444,,,X,,X
scottsbluff,NE,14869,41.8666667,-103.6666667,,,X,,X
beaver dam,WI,14856,43.4577778,-88.8372222,,,X,,X
medfield,MA,14846,42.1875,-71.3069444,,,X,,X
mashpee,MA,14834,41.6483333,-70.4816667,,,X,,X
clearlake,CA,14825,38.9583333,-122.6252778,,,X,,X
olean,NY,14823,42.0775,-78.43,,,X,,X
glen allen,VA,14820,37.6658333,-77.5066667,,,X,,X
holly springs,NC,14816,35.6511111,-78.8338889,,,X,,X
spencer,MA,14814,42.2438889,-71.9927778,,,X,,X
canton,IL,14802,40.5580556,-90.035,,,X,,X
south farmingdale,NY,14798,40.7205556,-73.4405556,,,X,,X
cullman,AL,14796,34.1747222,-86.8436111,,,X,,X
kaukauna,WI,14788,44.2780556,-88.2719444,,,X,,X
fullerton,PA,14781,40.6316667,-75.4736111,,,X,,X
california city,CA,14780,35.1258333,-117.985,,,X,,X
nantucket,MA,14775,41.2833333,-70.1,,,X,,X
reidsville,NC,14768,36.3547222,-79.6647222,,,X,,X
exeter,NH,14750,42.9813889,-70.9483333,,,X,,X
deming,NM,14748,32.2686111,-107.7580556,,,X,,X
arvin,CA,14744,35.2091667,-118.8275,,,X,,X
mitchell,SD,14741,43.7094444,-98.0294444,,,X,,X
farmington,MO,14739,37.7808333,-90.4216667,,,X,,X
scottsboro,AL,14737,34.6722222,-86.0341667,,,X,,X
payson,AZ,14737,34.2308333,-111.3244444,,,X,,X
humble,TX,14723,29.9986111,-95.2619444,,,X,,X
west norriton,PA,14702,40.1294444,-75.3788889,,,X,,X
ellington,CT,14693,41.9038889,-72.4702778,,,X,,X
elkton,MD,14686,39.6066667,-75.8336111,,,X,,X
milford,NH,14661,42.8352778,-71.6494444,,,X,,X
phoenixville,PA,14660,40.1302778,-75.5152778,,,X,,X
great bend,KS,14654,38.3644444,-98.7644444,,,X,,X
kennebunk,ME,14651,43.3838889,-70.5452778,,,X,,X
cinnaminson,NJ,14646,39.9966667,-74.9930556,,,X,,X
moultrie,GA,14644,31.1797222,-83.7891667,,,X,,X
monsey,NY,14638,41.1111111,-74.0688889,,,X,,X
washington,PA,14637,40.1738889,-80.2463889,,,X,,X
siloam springs,AR,14634,36.1880556,-94.5402778,,,X,,X
pottsville,PA,14631,40.6855556,-76.1958333,,,X,,X
clark,NJ,14628,40.6408333,-74.3111111,,,X,,X
raymore,MO,14620,38.8019444,-94.4525,,,X,,X
powder springs,GA,14616,33.8594444,-84.6838889,,,X,,X
front royal,VA,14616,38.9180556,-78.1947222,,,X,,X
brenham,TX,14609,30.1666667,-96.3975,,,X,,X
hazel crest,IL,14606,41.5716667,-87.6944444,,,X,,X
lake mary,FL,14599,28.7586111,-81.3180556,,,X,,X
horsham,PA,14597,40.1783333,-75.1288889,,,X,,X
lebanon,IN,14583,40.0483333,-86.4691667,,,X,,X
butler,PA,14569,40.8611111,-79.8955556,,,X,,X
opa-locka,FL,14563,25.9019444,-80.2505556,,,X,,X
wolf trap,VA,14561,38.9397222,-77.2863889,,,X,,X
grenada,MS,14558,33.7688889,-89.8083333,,,X,,X
lyndhurst,OH,14558,41.52,-81.4888889,,,X,,X
taylor,TX,14551,30.5705556,-97.4091667,,,X,,X
aurora,OH,14549,41.3175,-81.3455556,,,X,,X
whitewater,WI,14536,42.8336111,-88.7322222,,,X,,X
lake saint louis,MO,14525,38.7975,-90.7855556,,,X,,X
rosaryville,MD,14521,38.7566667,-76.81,,,X,,X
ramsey,NJ,14520,41.0572222,-74.1413889,,,X,,X
brookside,DE,14519,39.6669444,-75.7272222,,,X,,X
fruitville,FL,14518,27.3294444,-82.4577778,,,X,,X
goodlettsville,TN,14516,36.3230556,-86.7133333,,,X,,X
north new hyde park,NY,14514,40.7430556,-73.6936111,,,X,,X
portland,CT,14510,41.5727778,-72.6411111,,,X,,X
whitman,MA,14495,42.0805556,-70.9361111,,,X,,X
riverdale,IL,14493,41.6333333,-87.6330556,,,X,,X
glenn dale,MD,14491,38.9875,-76.8208333,,,X,,X
palmetto estates,FL,14488,25.6211111,-80.3622222,,,X,,X
vandalia,OH,14478,39.8905556,-84.1988889,,,X,,X
south venice,FL,14467,27.0527778,-82.4244444,,,X,,X
haines city,FL,14457,28.1138889,-81.6180556,,,X,,X
north branford,CT,14454,41.3275,-72.7677778,,,X,,X
south daytona,FL,14451,29.1655556,-81.0047222,,,X,,X
north aurora,IL,14447,41.8061111,-88.3272222,,,X,,X
swampscott,MA,14447,42.4708333,-70.9180556,,,X,,X
maumee,OH,14441,41.5627778,-83.6538889,,,X,,X
lamont,CA,14438,35.2597222,-118.9133333,,,X,,X
aberdeen,MD,14437,39.5094444,-76.1644444,,,X,,X
connersville,IN,14436,39.6411111,-85.1411111,,,X,,X
scott lake,FL,14425,25.9411111,-80.2322222,,,X,,X
traverse city,MI,14425,44.7630556,-85.6205556,,,X,,X
thibodaux,LA,14410,29.7955556,-90.8227778,,,X,,X
warrensville heights,OH,14409,41.435,-81.5363889,,,X,,X
mount pleasant,TX,14403,33.1566667,-94.9680556,,,X,,X
paradise valley,AZ,14400,33.5311111,-111.9419444,,,X,,X
shafter,CA,14396,35.5005556,-119.2708333,,,X,,X
bellevue,WI,14394,44.4441667,-87.92,,,X,,X
covington,GA,14379,33.5966667,-83.8602778,,,X,,X
hereford,TX,14372,34.815,-102.3972222,,,X,,X
fergus falls,MN,14364,46.2830556,-96.0772222,,,X,,X
indiana,PA,14357,40.6213889,-79.1527778,,,X,,X
fairview shores,FL,14353,28.5908333,-81.3944444,,,X,,X
tenafly,NJ,14335,40.9252778,-73.9633333,,,X,,X
berea,SC,14331,34.8852778,-82.4561111,,,X,,X
palm springs,FL,14329,26.6355556,-80.0963889,,,X,,X
farmington,UT,14328,40.9805556,-111.8866667,,,X,,X
oakland,NJ,14318,41.0130556,-74.2647222,,,X,,X
millbrook,AL,14308,32.4797222,-86.3619444,,,X,,X
buffalo,MN,14283,45.1719444,-93.8744444,,,X,,X
river ridge,LA,14278,29.96,-90.2155556,,,X,,X
highland park,NJ,14275,40.4958333,-74.4247222,,,X,,X
sunland park,NM,14251,31.7963889,-106.5794444,,,X,,X
mercedes,TX,14227,26.1494444,-97.9133333,,,X,,X
brainerd,MN,14218,46.3580556,-94.2005556,,,X,,X
sunnyside,WA,14208,46.3238889,-120.0075,,,X,,X
westbury,NY,14198,40.7555556,-73.5880556,,,X,,X
union city,GA,14196,33.5869444,-84.5425,,,X,,X
eatontown,NJ,14185,40.2961111,-74.0513889,,,X,,X
berkeley heights,NJ,14179,40.6833333,-74.4430556,,,X,,X
beech grove,IN,14169,39.7219444,-86.09,,,X,,X
glens falls,NY,14169,43.3094444,-73.6444444,,,X,,X
corinth,MS,14168,34.9341667,-88.5222222,,,X,,X
west melbourne,FL,14159,28.0713889,-80.6536111,,,X,,X
norridge,IL,14157,41.9633333,-87.8272222,,,X,,X
sycamore,IL,14145,41.9888889,-88.6866667,,,X,,X
richmond,TX,14136,29.5819444,-95.7605556,,,X,,X
midlothian,IL,14125,41.6252778,-87.7175,,,X,,X
collingswood,NJ,14125,39.9180556,-75.0716667,,,X,,X
ridge,NY,14120,40.8938889,-72.8963889,,,X,,X
radford,VA,14117,37.1316667,-80.5766667,,,X,,X
north adams,MA,14106,42.7008333,-73.1091667,,,X,,X
weehawken,NJ,14104,40.7694444,-74.0208333,,,X,,X
north reading,MA,14101,42.575,-71.0791667,,,X,,X
lakeland highlands,FL,14100,27.9594444,-81.9502778,,,X,,X
maple valley,WA,14100,47.4066667,-122.0375,,,X,,X
harrison,NJ,14094,40.7463889,-74.1566667,,,X,,X
clive,IA,14092,41.6030556,-93.7238889,,,X,,X
green valley,MD,14091,39.3091667,-77.2975,,,X,,X
forrest city,AR,14084,35.0080556,-90.7897222,,,X,,X
middlesex,NJ,14084,40.5725,-74.4930556,,,X,,X
port saint john,FL,14082,28.4766667,-80.7888889,,,X,,X
clinton,CT,14064,41.2786111,-72.5280556,,,X,,X
northbridge,MA,14061,42.1513889,-71.65,,,X,,X
gladeview,FL,14058,25.8388889,-80.2358333,,,X,,X
greece,NY,14048,43.2097222,-77.6933333,,,X,,X
las vegas,NM,14044,35.5938889,-105.2233333,,,X,,X
palos verdes estates,CA,14036,33.8005556,-118.3891667,,,X,,X
red bluff,CA,14036,40.1786111,-122.2347222,,,X,,X
welby,CO,14031,39.8366667,-104.9586111,,,X,,X
westwood,MA,14029,42.2138889,-71.225,,,X,,X
new kensington,PA,14028,40.5697222,-79.765,,,X,,X
saint marys,PA,14026,41.4277778,-78.5611111,,,X,,X
east bridgewater,MA,14021,42.0333333,-70.9597222,,,X,,X
holliston,MA,14010,42.2,-71.425,,,X,,X
lexington,SC,13991,33.9813889,-81.2363889,,,X,,X
greendale,WI,13990,42.9405556,-87.9958333,,,X,,X
cedar mill,OR,13975,45.525,-122.8097222,,,X,,X
glasgow,KY,13972,36.9958333,-85.9119444,,,X,,X
seekonk,MA,13966,41.8083333,-71.3375,,,X,,X
streator,IL,13960,41.1208333,-88.8352778,,,X,,X
jacksonville,TX,13943,31.9636111,-95.2702778,,,X,,X
sweetwater,FL,13937,25.7630556,-80.3733333,,,X,,X
saint simons,GA,13915,31.135,-81.3902778,,,X,,X
east wenatchee bench,WA,13902,47.4258333,-120.28,,,X,,X
athens,TN,13900,35.4427778,-84.5930556,,,X,,X
linda,CA,13892,39.1277778,-121.5497222,,,X,,X
washington,MO,13890,38.5580556,-91.0119444,,,X,,X
pataskala,OH,13888,39.9955556,-82.6744444,,,X,,X
pierre,SD,13879,44.3683333,-100.3505556,,,X,,X
east hemet,CA,13876,33.74,-116.9380556,,,X,,X
gantt,SC,13870,34.8,-82.4244444,,,X,,X
la marque,TX,13864,29.3683333,-94.9711111,,,X,,X
orange,CT,13860,41.2783333,-73.0261111,,,X,,X
east islip,NY,13854,40.7319444,-73.1861111,,,X,,X
lockhart,TX,13854,29.8847222,-97.6697222,,,X,,X
dallas,OR,13852,44.9194444,-123.3158333,,,X,,X
jasper,IN,13850,38.3913889,-86.9311111,,,X,,X
willowick,OH,13850,41.6330556,-81.4688889,,,X,,X
moberly,MO,13849,39.4183333,-92.4380556,,,X,,X
pineville,LA,13846,31.3222222,-92.4341667,,,X,,X
new haven,IN,13843,41.0705556,-85.0144444,,,X,,X
jasper,AL,13831,33.8311111,-87.2775,,,X,,X
maumelle,AR,13822,34.8666667,-92.4041667,,,X,,X
crowley,LA,13797,30.2138889,-92.3744444,,,X,,X
marietta,OH,13795,39.4152778,-81.455,,,X,,X
el sobrante,CA,13790,37.9772222,-122.2941667,,,X,,X
carpinteria,CA,13786,34.3988889,-119.5175,,,X,,X
malibu,CA,13769,34.005,-118.8091667,,,X,,X
forest city,FL,13767,28.6613889,-81.4191667,,,X,,X
hutchinson,MN,13759,44.8877778,-94.3694444,,,X,,X
oconomowoc,WI,13757,43.1116667,-88.4991667,,,X,,X
cromwell,CT,13750,41.595,-72.6458333,,,X,,X
bradley,IL,13748,41.1419444,-87.8611111,,,X,,X
lockhart,FL,13713,28.6191667,-81.4427778,,,X,,X
calhoun,GA,13707,34.5025,-84.9511111,,,X,,X
wixom,MI,13696,42.5247222,-83.5363889,,,X,,X
rio grande city,TX,13690,26.3794444,-98.82,,,X,,X
chicago ridge,IL,13687,41.7013889,-87.7791667,,,X,,X
martha lake,WA,13686,47.8511111,-122.2380556,,,X,,X
commerce,CA,13684,34.0005556,-118.1588889,,,X,,X
east greenwich,RI,13682,41.6602778,-71.4563889,,,X,,X
midlothian,TX,13676,32.4822222,-96.9941667,,,X,,X
fostoria,OH,13673,41.1569444,-83.4169444,,,X,,X
lake station,IN,13667,41.575,-87.2388889,,,X,,X
harper woods,MI,13665,42.4330556,-82.9241667,,,X,,X
elfers,FL,13662,28.2163889,-82.7225,,,X,,X
ionia,MI,13647,42.9872222,-85.0711111,,,X,,X
atlantic beach,FL,13644,30.3341667,-81.3988889,,,X,,X
dumas,TX,13629,35.8655556,-101.9727778,,,X,,X
addison,TX,13628,32.9616667,-96.8288889,,,X,,X
stony brook,NY,13620,40.9255556,-73.1413889,,,X,,X
whitefish bay,WI,13611,43.1133333,-87.9,,,X,,X
millbury,MA,13606,42.1938889,-71.7605556,,,X,,X
hickory hills,IL,13601,41.7255556,-87.825,,,X,,X
longwood,FL,13594,28.7027778,-81.3386111,,,X,,X
ripon,CA,13591,37.7416667,-121.1233333,,,X,,X
fort payne,AL,13586,34.4441667,-85.7197222,,,X,,X
hooksett,NH,13575,43.0966667,-71.4655556,,,X,,X
riviera beach,MD,13573,39.1666667,-76.5083333,,,X,,X
dunmore,PA,13563,41.4197222,-75.6327778,,,X,,X
claremont,NH,13562,43.3766667,-72.3472222,,,X,,X
white oak,OH,13557,39.2130556,-84.5994444,,,X,,X
sartell,MN,13553,45.6216667,-94.2066667,,,X,,X
verona,NJ,13545,40.8297222,-74.2405556,,,X,,X
finneytown,OH,13545,39.2002778,-84.5205556,,,X,,X
florham park,NJ,13534,40.7877778,-74.3886111,,,X,,X
gardner,KS,13511,38.8108333,-94.9269444,,,X,,X
lebanon,OR,13487,44.5366667,-122.9058333,,,X,,X
dentsville,SC,13476,34.0638889,-80.9583333,,,X,,X
graham,NC,13470,36.0688889,-79.4008333,,,X,,X
metuchen,NJ,13467,40.5430556,-74.3636111,,,X,,X
bedford,OH,13466,41.3930556,-81.5366667,,,X,,X
mill creek,WA,13466,47.8602778,-122.2030556,,,X,,X
eufaula,AL,13453,31.8911111,-85.1455556,,,X,,X
fairview,NJ,13446,40.8125,-73.9994444,,,X,,X
saint james,NY,13436,40.8788889,-73.1572222,,,X,,X
durham,NH,13435,43.1338889,-70.9269444,,,X,,X
river falls,WI,13435,44.8613889,-92.6236111,,,X,,X
geneva,NY,13429,42.8688889,-76.9780556,,,X,,X
brecksville,OH,13427,41.3197222,-81.6269444,,,X,,X
centralia,IL,13426,38.525,-89.1333333,,,X,,X
pasadena,MD,13419,39.1072222,-76.5713889,,,X,,X
yankton,SD,13410,42.8711111,-97.3969444,,,X,,X
borger,TX,13408,35.6677778,-101.3969444,,,X,,X
forest hill,TX,13406,32.6719444,-97.2688889,,,X,,X
baker,LA,13396,30.5880556,-91.1680556,,,X,,X
wailuku,HI,13391,20.8911111,-156.5047222,,,X,,X
north myrtle beach,SC,13385,33.8158333,-78.6802778,,,X,,X
miami springs,FL,13383,25.8219444,-80.2897222,,,X,,X
minden,LA,13376,32.6152778,-93.2866667,,,X,,X
university heights,OH,13374,41.4977778,-81.5375,,,X,,X
tumwater,WA,13374,47.0075,-122.9080556,,,X,,X
brattleboro,VT,13373,42.8508333,-72.5583333,,,X,,X
katy,TX,13371,29.7855556,-95.8241667,,,X,,X
indianola,IA,13353,41.3580556,-93.5572222,,,X,,X
oxford,MS,13348,34.3663889,-89.5191667,,,X,,X
conway,SC,13340,33.8358333,-79.0480556,,,X,,X
greenwood village,CO,13338,39.6172222,-104.9502778,,,X,,X
troy,AL,13337,31.8086111,-85.97,,,X,,X
miami,OK,13336,36.8744444,-94.8772222,,,X,,X
pewaukee,WI,13332,43.0805556,-88.2611111,,,X,,X
bemidji,MN,13331,47.4736111,-94.88,,,X,,X
wood dale,IL,13316,41.9633333,-87.9788889,,,X,,X
san marino,CA,13314,34.1213889,-118.1055556,,,X,,X
robbinsdale,MN,13314,45.0322222,-93.3383333,,,X,,X
west carrollton city,OH,13297,39.6722222,-84.2522222,,,X,,X
bedford,IN,13289,38.8611111,-86.4872222,,,X,,X
new ulm,MN,13273,44.3125,-94.4602778,,,X,,X
lady lake,FL,13262,28.9172222,-81.9230556,,,X,,X
hammonton,NJ,13261,39.6363889,-74.8027778,,,X,,X
circleville,OH,13259,39.6005556,-82.9461111,,,X,,X
lathrop,CA,13250,37.8227778,-121.2755556,,,X,,X
greenville,OH,13250,40.1027778,-84.6330556,,,X,,X
sharonville,OH,13250,39.2680556,-84.4133333,,,X,,X
dickson,TN,13234,36.0769444,-87.3877778,,,X,,X
new carrollton,MD,13233,38.9697222,-76.8802778,,,X,,X
roselle park,NJ,13231,40.6644444,-74.2647222,,,X,,X
meadville,PA,13225,41.6413889,-80.1516667,,,X,,X
mill valley,CA,13219,37.9061111,-122.5438889,,,X,,X
goldenrod,FL,13219,28.61,-81.2888889,,,X,,X
west freehold,NJ,13219,40.2419444,-74.3016667,,,X,,X
saint ann,MO,13205,38.7272222,-90.3830556,,,X,,X
worthington,OH,13199,40.0930556,-83.0180556,,,X,,X
beatrice,NE,13198,40.2680556,-96.7466667,,,X,,X
oroville,CA,13197,39.5138889,-121.5552778,,,X,,X
shorewood,WI,13192,43.0891667,-87.8875,,,X,,X
ephrata,PA,13182,40.1797222,-76.1791667,,,X,,X
warrenville,IL,13179,41.8177778,-88.1733333,,,X,,X
wickliffe,OH,13178,41.6052778,-81.4536111,,,X,,X
clayton,NC,13177,35.6505556,-78.4566667,,,X,,X
hershey,PA,13172,40.2858333,-76.6505556,,,X,,X
lake shore,MD,13170,39.1069444,-76.4852778,,,X,,X
wayland,MA,13155,42.3625,-71.3619444,,,X,,X
raynham,MA,13153,41.9486111,-71.0736111,,,X,,X
clayton,OH,13133,39.8630556,-84.3605556,,,X,,X
saddle brook,NJ,13130,40.8988889,-74.0930556,,,X,,X
helena,AL,13119,33.2961111,-86.8436111,,,X,,X
greenfield,CA,13117,36.3208333,-121.2427778,,,X,,X
dorado,PR,13117,18.4608333,-66.2680556,,,X,,X
east norriton,PA,13108,40.1516667,-75.3369444,,,X,,X
port neches,TX,13101,29.9911111,-93.9583333,,,X,,X
hanahan,SC,13100,32.9183333,-80.0222222,,,X,,X
easton,MD,13094,38.7741667,-76.0766667,,,X,,X
windham,NH,13091,42.8005556,-71.3047222,,,X,,X
hartselle,AL,13089,34.4433333,-86.9352778,,,X,,X
calverton,MD,13083,39.2894444,-76.6605556,,,X,,X
weston,WI,13080,44.8908333,-89.5475,,,X,,X
kingston,PA,13067,41.2616667,-75.8972222,,,X,,X
conneaut,OH,13064,41.9475,-80.5544444,,,X,,X
kittery,ME,13063,43.0880556,-70.7366667,,,X,,X
harwich,MA,13059,41.6861111,-70.0763889,,,X,,X
iona,FL,13052,26.52,-81.9641667,,,X,,X
richton park,IL,13049,41.4844444,-87.7033333,,,X,,X
carthage,MO,13047,37.1763889,-94.31,,,X,,X
medway,MA,13042,42.1416667,-71.3972222,,,X,,X
canyon,TX,13036,34.9802778,-101.9183333,,,X,,X
ladson,SC,13019,32.9855556,-80.11,,,X,,X
fort hunt,VA,13011,38.7327778,-77.0583333,,,X,,X
lebanon,MO,13007,37.6805556,-92.6636111,,,X,,X
beeville,TX,13004,28.4005556,-97.7480556,,,X,,X
warsaw,IN,13003,41.2380556,-85.8530556,,,X,,X
vadnais heights,MN,13003,45.0575,-93.0736111,,,X,,X
cypress lake,FL,12994,26.5377778,-81.8994444,,,X,,X
rantoul,IL,12991,40.3083333,-88.1558333,,,X,,X
east renton highlands,WA,12991,47.485,-122.1111111,,,X,,X
hewitt,TX,12981,31.4622222,-97.1955556,,,X,,X
grover beach,CA,12974,35.1216667,-120.6202778,,,X,,X
glendale,WI,12974,43.1352778,-87.9355556,,,X,,X
colonial park,PA,12972,40.3005556,-76.81,,,X,,X
bellefontaine,OH,12958,40.3611111,-83.7597222,,,X,,X
winchendon,MA,12954,42.6861111,-72.0444444,,,X,,X
princeton,NJ,12945,40.3486111,-74.6594444,,,X,,X
bloomsburg,PA,12943,41.0036111,-76.4552778,,,X,,X
piney green,NC,12932,34.7158333,-77.3205556,,,X,,X
boone,NC,12921,36.2166667,-81.6747222,,,X,,X
jenks,OK,12921,36.0227778,-95.9680556,,,X,,X
woodhaven,MI,12917,42.1388889,-83.2416667,,,X,,X
east highland park,VA,12917,37.5808333,-77.4072222,,,X,,X
orangeburg,SC,12913,33.4916667,-80.8558333,,,X,,X
solana beach,CA,12909,32.9911111,-117.2702778,,,X,,X
west monroe,LA,12900,32.5183333,-92.1475,,,X,,X
jericho,NY,12898,40.7919444,-73.5402778,,,X,,X
wilton manors,FL,12888,26.16,-80.1391667,,,X,,X
druid hills,GA,12874,33.7802778,-84.3361111,,,X,,X
athol,MA,12871,42.5958333,-72.2272222,,,X,,X
auburn,IN,12870,41.3669444,-85.0588889,,,X,,X
levelland,TX,12865,33.5872222,-102.3775,,,X,,X
north palm beach,FL,12863,26.8172222,-80.0822222,,,X,,X
ringwood,NJ,12862,41.1133333,-74.2458333,,,X,,X
west columbia,SC,12861,33.9933333,-81.0741667,,,X,,X
lebanon,NH,12853,43.6422222,-72.2522222,,,X,,X
north auburn,CA,12841,38.9313889,-121.0808333,,,X,,X
peru,IN,12841,40.7536111,-86.0688889,,,X,,X
la grange park,IL,12840,41.8347222,-87.8616667,,,X,,X
babylon,NY,12839,40.6955556,-73.3261111,,,X,,X
jackson,MO,12835,37.3822222,-89.6661111,,,X,,X
palos heights,IL,12821,41.6680556,-87.7963889,,,X,,X
parlier,CA,12811,36.6116667,-119.5261111,,,X,,X
palmetto,FL,12806,27.5211111,-82.5725,,,X,,X
rossville,MD,12804,39.3383333,-76.48,,,X,,X
boone,IA,12802,42.0597222,-93.88,,,X,,X
endicott,NY,12802,42.0983333,-76.0497222,,,X,,X
gaffney,SC,12791,35.0716667,-81.65,,,X,,X
bucyrus,OH,12768,40.8083333,-82.9755556,,,X,,X
charlton,MA,12764,42.1355556,-71.9705556,,,X,,X
cleveland,MS,12763,33.7438889,-90.7247222,,,X,,X
riverview,MI,12762,42.1741667,-83.1794444,,,X,,X
canton,MS,12759,32.6125,-90.0366667,,,X,,X
newton,NC,12759,35.6697222,-81.2216667,,,X,,X
holly hill,FL,12738,29.2433333,-81.0377778,,,X,,X
stoughton,WI,12735,42.9169444,-89.2177778,,,X,,X
bastrop,LA,12725,32.7561111,-91.8722222,,,X,,X
south charleston,WV,12722,38.3683333,-81.6997222,,,X,,X
derby,CT,12717,41.3205556,-73.0894444,,,X,,X
ridgefield park,NJ,12704,40.8569444,-74.0219444,,,X,,X
ventnor city,NJ,12699,39.3402778,-74.4777778,,,X,,X
pedley,CA,12697,33.9752778,-117.475,,,X,,X
bogalusa,LA,12695,30.7908333,-89.8486111,,,X,,X
justice,IL,12691,41.7444444,-87.8377778,,,X,,X
sterling,CO,12682,40.6255556,-103.2072222,,,X,,X
pelham,NH,12676,42.7344444,-71.325,,,X,,X
panthersville,GA,12675,33.7072222,-84.2719444,,,X,,X
oak grove,OR,12674,45.4169444,-122.6388889,,,X,,X
brigantine,NJ,12670,39.41,-74.365,,,X,,X
el dorado,KS,12669,37.8172222,-96.8619444,,,X,,X
saraland,AL,12660,30.8205556,-88.0705556,,,X,,X
mounds view,MN,12648,45.105,-93.2083333,,,X,,X
winder,GA,12643,33.9925,-83.7202778,,,X,,X
speedway,IN,12642,39.8022222,-86.2672222,,,X,,X
arlington,NY,12640,41.6958333,-73.8972222,,,X,,X
